ID,target,confidence
0008fdb22ddce0ce.jpg,2,0.9961220622062683
00091bffdffd83de.jpg,6,0.865621030330658
00396fbc1f6cc21d.jpg,5,0.9888845682144165
00471f8038d9c4b6.jpg,9,0.20274202525615692
00901f504008d884.jpg,2,0.9899563789367676
009b22decbc7220c.jpg,14,0.59568852186203
00b33e0ee6d59427.jpg,0,0.9985675811767578
00bbdcfbbdb3e131.jpg,8,0.995759904384613
00c03047e0fbef40.jpg,15,0.9925682544708252
00c0dabb63ca7a16.jpg,11,0.8739871382713318
00dcea90f63ad630.jpg,5,0.8987140655517578
00e15da96484eb94.jpg,15,0.5813233256340027
00f5784903a39fdd.jpg,16,0.9545996189117432
0111a6728e9f8a73.jpg,9,0.9987442493438721
0114a887a2c2e4ca.jpg,15,0.6234688758850098
01385f22f2490868.jpg,7,0.37448760867118835
0145dd3d1cd090ae.jpg,14,0.5325936079025269
016240faa186d24d.jpg,5,0.9978140592575073
016b0c00cdf93e0a.jpg,14,0.6453399658203125
017ba667291b53c6.jpg,11,0.965816080570221
017e5da799e1637c.jpg,12,0.2496732622385025
0182bffa56bdd844.jpg,11,0.36110755801200867
019ed42bb4c2caa9.jpg,15,0.8183820843696594
01bd84a54be54b8b.jpg,6,0.3548664450645447
01c918594307c6f2.jpg,3,0.7912715077400208
01ebd05a14e10618.jpg,0,0.9965947270393372
020740b55bbc329e.jpg,14,0.5269486308097839
021e7c8d9dc19021.jpg,16,0.8658041954040527
0298c2151b43d86b.jpg,0,0.8475882411003113
02ac23941313841b.jpg,6,0.9766383767127991
02b370d53ff25d45.jpg,11,0.8882111310958862
02b3712bd48b8644.jpg,0,0.9913421273231506
02b5e73920c3c54e.jpg,13,0.3152044117450714
02f79963274b3c41.jpg,2,0.9997530579566956
02ffc27eff468793.jpg,5,0.8342582583427429
0366fcb21245a5cc.jpg,16,0.989954948425293
039ff76910d52749.jpg,15,0.9045575261116028
03a7dcbe6b74bb8e.jpg,14,0.947900652885437
03cb3f2e0962474e.jpg,14,0.5594591498374939
040ba9bc68f4e380.jpg,0,0.9668080806732178
0412f6a5ba912add.jpg,5,0.6393089294433594
04284576791e9ec1.jpg,9,0.9998528957366943
0447bde0b7da3a6c.jpg,14,0.5639060735702515
046c2f2d42bbac35.jpg,9,0.49913787841796875
048efa3d18a4999d.jpg,0,0.9997015595436096
048fe083d6a62591.jpg,8,0.9950449466705322
04917bb8d098898f.jpg,5,0.994959831237793
049445f90a8a2b8d.jpg,0,0.996371865272522
04f502c69bb8dcaa.jpg,11,0.9700719714164734
04fc58802ef2f7a6.jpg,9,0.36591237783432007
05050540613224a2.jpg,10,0.40566331148147583
050d88c14e0ea5f9.jpg,10,0.9995574355125427
050e27e8c616e585.jpg,10,0.856348991394043
05426a351b09c757.jpg,6,0.379861056804657
0546cab14c4ee65b.jpg,4,0.8280339241027832
0567d092e87d347c.jpg,12,0.9939677715301514
0575671b2c5b34ad.jpg,9,0.9950568675994873
05e33cb53c1ac02a.jpg,5,0.999228835105896
05f1039b7cbffe72.jpg,13,0.31423214077949524
0639e3932c5f7817.jpg,10,0.60984206199646
06427235c81111cc.jpg,14,0.32796773314476013
